"squadraa,""squadraa_xg"",""squadraa_xag"",""squadraa_xgxag"",""squadraa_npzxg"",""squadraa_npxgxag"",""avversarioa_xg"",""avversarioa_xag"",""avversarioa_xgxag"",""avversarioa_npzxg"",""avversarioa_npxgxag"",""squadrab"",""squadrab_xg"",""squadrab_xag"",""squadrab_xgxag"",""squadrab_npzxg"",""squadrab_npxgxag"",""avversariob_xg"",""avversariob_xag"",""avversariob_xgxag"",""avversariob_npzxg"",""avversariob_npxgxag"",""risultato"""
"Spezia,""1.23"",""0.82"",""2.05"",""1.12"",""1.94"",""1.71"",""1.17"",""2.88"",""1.51"",""2.68"",""Crotone"",""1.06"",""0.63"",""1.69"",""0.88"",""1.51"",""1.86"",""1.38"",""3.24"",""1.76"",""3.14"",""1"""
"Spezia,""1.23"",""0.82"",""2.05"",""1.12"",""1.94"",""1.71"",""1.17"",""2.88"",""1.51"",""2.68"",""Parma"",""1.12"",""0.80"",""1.92"",""1.01"",""1.82"",""1.60"",""1.23"",""2.83"",""1.55"",""2.78"",""X"""
"Cagliari,""1.24"",""0.90"",""2.14"",""1.14"",""2.04"",""1.62"",""1.24"",""2.86"",""1.52"",""2.76"",""Inter"",""1.95"",""1.38"",""3.34"",""1.77"",""3.15"",""1.05"",""0.68"",""1.73"",""0.90"",""1.58"",""2"""
"Cagliari,""1.24"",""0.90"",""2.14"",""1.14"",""2.04"",""1.62"",""1.24"",""2.86"",""1.52"",""2.76"",""Milan"",""1.86"",""1.15"",""3.02"",""1.47"",""2.63"",""1.24"",""0.88"",""2.11"",""1.14"",""2.01"",""2"""
"Cagliari,""1.24"",""0.90"",""2.14"",""1.14"",""2.04"",""1.62"",""1.24"",""2.86"",""1.52"",""2.76"",""Atalanta"",""1.97"",""1.46"",""3.43"",""1.82"",""3.28"",""1.08"",""0.68"",""1.76"",""0.91"",""1.60"",""2"""
"Cagliari,""1.24"",""0.90"",""2.14"",""1.14"",""2.04"",""1.62"",""1.24"",""2.86"",""1.52"",""2.76"",""Juventus"",""1.96"",""1.45"",""3.41"",""1.76"",""3.21"",""1.04"",""0.66"",""1.69"",""0.85"",""1.51"",""2"""
"Cagliari,""1.24"",""0.90"",""2.14"",""1.14"",""2.04"",""1.62"",""1.24"",""2.86"",""1.52"",""2.76"",""Napoli"",""1.78"",""1.23"",""3.02"",""1.62"",""2.85"",""1.12"",""0.73"",""1.85"",""1.02"",""1.75"",""2"""
"Cagliari,""1.24"",""0.90"",""2.14"",""1.14"",""2.04"",""1.62"",""1.24"",""2.86"",""1.52"",""2.76"",""Lazio"",""1.53"",""1.04"",""2.57"",""1.33"",""2.37"",""1.24"",""0.75"",""2.00"",""1.02"",""1.78"",""2"""
"Cagliari,""1.24"",""0.90"",""2.14"",""1.14"",""2.04"",""1.62"",""1.24"",""2.86"",""1.52"",""2.76"",""Roma"",""1.72"",""1.27"",""2.98"",""1.55"",""2.82"",""1.20"",""0.80"",""2.00"",""1.08"",""1.88"",""1"""
"Cagliari,""1.24"",""0.90"",""2.14"",""1.14"",""2.04"",""1.62"",""1.24"",""2.86"",""1.52"",""2.76"",""Sassuolo"",""1.54"",""0.90"",""2.43"",""1.26"",""2.15"",""1.46"",""1.09"",""2.55"",""1.36"",""2.45"",""X"""
"Cagliari,""1.24"",""0.90"",""2.14"",""1.14"",""2.04"",""1.62"",""1.24"",""2.86"",""1.52"",""2.76"",""Sampdoria"",""1.20"",""0.84"",""2.04"",""1.08"",""1.92"",""1.48"",""0.94"",""2.42"",""1.29"",""2.24"",""1"""
"Cagliari,""1.24"",""0.90"",""2.14"",""1.14"",""2.04"",""1.62"",""1.24"",""2.86"",""1.52"",""2.76"",""Hellas Verona"",""1.19"",""0.88"",""2.08"",""1.13"",""2.01"",""1.30"",""0.86"",""2.16"",""1.17"",""2.03"",""2"""
"Cagliari,""1.24"",""0.90"",""2.14"",""1.14"",""2.04"",""1.62"",""1.24"",""2.86"",""1.52"",""2.76"",""Genoa"",""1.02"",""0.69"",""1.72"",""0.94"",""1.63"",""1.59"",""1.15"",""2.74"",""1.46"",""2.61"",""2"""
"Cagliari,""1.24"",""0.90"",""2.14"",""1.14"",""2.04"",""1.62"",""1.24"",""2.86"",""1.52"",""2.76"",""Bologna"",""1.44"",""1.03"",""2.47"",""1.34"",""2.37"",""1.65"",""1.13"",""2.77"",""1.48"",""2.60"",""1"""
"Cagliari,""1.24"",""0.90"",""2.14"",""1.14"",""2.04"",""1.62"",""1.24"",""2.86"",""1.52"",""2.76"",""Fiorentina"",""1.18"",""0.83"",""2.01"",""1.06"",""1.89"",""1.62"",""1.14"",""2.75"",""1.39"",""2.53"",""X"""
"Cagliari,""1.24"",""0.90"",""2.14"",""1.14"",""2.04"",""1.62"",""1.24"",""2.86"",""1.52"",""2.76"",""Udinese"",""1.20"",""0.79"",""1.99"",""1.13"",""1.92"",""1.38"",""0.87"",""2.25"",""1.11"",""1.97"",""X"""
"Cagliari,""1.24"",""0.90"",""2.14"",""1.14"",""2.04"",""1.62"",""1.24"",""2.86"",""1.52"",""2.76"",""Spezia"",""1.23"",""0.82"",""2.05"",""1.12"",""1.94"",""1.71"",""1.17"",""2.88"",""1.51"",""2.68"",""X"""
"Cagliari,""1.24"",""0.90"",""2.14"",""1.14"",""2.04"",""1.62"",""1.24"",""2.86"",""1.52"",""2.76"",""Torino"",""1.32"",""0.85"",""2.16"",""1.19"",""2.04"",""1.63"",""1.09"",""2.72"",""1.43"",""2.52"",""2"""
"Cagliari,""1.24"",""0.90"",""2.14"",""1.14"",""2.04"",""1.62"",""1.24"",""2.86"",""1.52"",""2.76"",""Benevento"",""1.07"",""0.73"",""1.79"",""0.92"",""1.65"",""1.69"",""1.22"",""2.91"",""1.59"",""2.81"",""2"""
"Cagliari,""1.24"",""0.90"",""2.14"",""1.14"",""2.04"",""1.62"",""1.24"",""2.86"",""1.52"",""2.76"",""Crotone"",""1.06"",""0.63"",""1.69"",""0.88"",""1.51"",""1.86"",""1.38"",""3.24"",""1.76"",""3.14"",""1"""
"Cagliari,""1.24"",""0.90"",""2.14"",""1.14"",""2.04"",""1.62"",""1.24"",""2.86"",""1.52"",""2.76"",""Parma"",""1.12"",""0.80"",""1.92"",""1.01"",""1.82"",""1.60"",""1.23"",""2.83"",""1.55"",""2.78"",""1"""
"Torino,""1.32"",""0.85"",""2.16"",""1.19"",""2.04"",""1.63"",""1.09"",""2.72"",""1.43"",""2.52"",""Inter"",""1.95"",""1.38"",""3.34"",""1.77"",""3.15"",""1.05"",""0.68"",""1.73"",""0.90"",""1.58"",""2"""
"Torino,""1.32"",""0.85"",""2.16"",""1.19"",""2.04"",""1.63"",""1.09"",""2.72"",""1.43"",""2.52"",""Milan"",""1.86"",""1.15"",""3.02"",""1.47"",""2.63"",""1.24"",""0.88"",""2.11"",""1.14"",""2.01"",""2"""
"Torino,""1.32"",""0.85"",""2.16"",""1.19"",""2.04"",""1.63"",""1.09"",""2.72"",""1.43"",""2.52"",""Atalanta"",""1.97"",""1.46"",""3.43"",""1.82"",""3.28"",""1.08"",""0.68"",""1.76"",""0.91"",""1.60"",""2"""
"Torino,""1.32"",""0.85"",""2.16"",""1.19"",""2.04"",""1.63"",""1.09"",""2.72"",""1.43"",""2.52"",""Juventus"",""1.96"",""1.45"",""3.41"",""1.76"",""3.21"",""1.04"",""0.66"",""1.69"",""0.85"",""1.51"",""X"""
"Torino,""1.32"",""0.85"",""2.16"",""1.19"",""2.04"",""1.63"",""1.09"",""2.72"",""1.43"",""2.52"",""Napoli"",""1.78"",""1.23"",""3.02"",""1.62"",""2.85"",""1.12"",""0.73"",""1.85"",""1.02"",""1.75"",""2"""
"Torino,""1.32"",""0.85"",""2.16"",""1.19"",""2.04"",""1.63"",""1.09"",""2.72"",""1.43"",""2.52"",""Lazio"",""1.53"",""1.04"",""2.57"",""1.33"",""2.37"",""1.24"",""0.75"",""2.00"",""1.02"",""1.78"",""2"""
"Torino,""1.32"",""0.85"",""2.16"",""1.19"",""2.04"",""1.63"",""1.09"",""2.72"",""1.43"",""2.52"",""Roma"",""1.72"",""1.27"",""2.98"",""1.55"",""2.82"",""1.20"",""0.80"",""2.00"",""1.08"",""1.88"",""1"""
"Torino,""1.32"",""0.85"",""2.16"",""1.19"",""2.04"",""1.63"",""1.09"",""2.72"",""1.43"",""2.52"",""Sassuolo"",""1.54"",""0.90"",""2.43"",""1.26"",""2.15"",""1.46"",""1.09"",""2.55"",""1.36"",""2.45"",""1"""
"Torino,""1.32"",""0.85"",""2.16"",""1.19"",""2.04"",""1.63"",""1.09"",""2.72"",""1.43"",""2.52"",""Sampdoria"",""1.20"",""0.84"",""2.04"",""1.08"",""1.92"",""1.48"",""0.94"",""2.42"",""1.29"",""2.24"",""X"""
"Torino,""1.32"",""0.85"",""2.16"",""1.19"",""2.04"",""1.63"",""1.09"",""2.72"",""1.43"",""2.52"",""Hellas Verona"",""1.19"",""0.88"",""2.08"",""1.13"",""2.01"",""1.30"",""0.86"",""2.16"",""1.17"",""2.03"",""X"""
"Torino,""1.32"",""0.85"",""2.16"",""1.19"",""2.04"",""1.63"",""1.09"",""2.72"",""1.43"",""2.52"",""Genoa"",""1.02"",""0.69"",""1.72"",""0.94"",""1.63"",""1.59"",""1.15"",""2.74"",""1.46"",""2.61"",""X"""
"Torino,""1.32"",""0.85"",""2.16"",""1.19"",""2.04"",""1.63"",""1.09"",""2.72"",""1.43"",""2.52"",""Bologna"",""1.44"",""1.03"",""2.47"",""1.34"",""2.37"",""1.65"",""1.13"",""2.77"",""1.48"",""2.60"",""X"""
"Torino,""1.32"",""0.85"",""2.16"",""1.19"",""2.04"",""1.63"",""1.09"",""2.72"",""1.43"",""2.52"",""Fiorentina"",""1.18"",""0.83"",""2.01"",""1.06"",""1.89"",""1.62"",""1.14"",""2.75"",""1.39"",""2.53"",""X"""
"Torino,""1.32"",""0.85"",""2.16"",""1.19"",""2.04"",""1.63"",""1.09"",""2.72"",""1.43"",""2.52"",""Udinese"",""1.20"",""0.79"",""1.99"",""1.13"",""1.92"",""1.38"",""0.87"",""2.25"",""1.11"",""1.97"",""2"""
"Torino,""1.32"",""0.85"",""2.16"",""1.19"",""2.04"",""1.63"",""1.09"",""2.72"",""1.43"",""2.52"",""Spezia"",""1.23"",""0.82"",""2.05"",""1.12"",""1.94"",""1.71"",""1.17"",""2.88"",""1.51"",""2.68"",""X"""
"Torino,""1.32"",""0.85"",""2.16"",""1.19"",""2.04"",""1.63"",""1.09"",""2.72"",""1.43"",""2.52"",""Cagliari"",""1.24"",""0.90"",""2.14"",""1.14"",""2.04"",""1.62"",""1.24"",""2.86"",""1.52"",""2.76"",""2"""
"Torino,""1.32"",""0.85"",""2.16"",""1.19"",""2.04"",""1.63"",""1.09"",""2.72"",""1.43"",""2.52"",""Benevento"",""1.07"",""0.73"",""1.79"",""0.92"",""1.65"",""1.69"",""1.22"",""2.91"",""1.59"",""2.81"",""X"""
"Torino,""1.32"",""0.85"",""2.16"",""1.19"",""2.04"",""1.63"",""1.09"",""2.72"",""1.43"",""2.52"",""Crotone"",""1.06"",""0.63"",""1.69"",""0.88"",""1.51"",""1.86"",""1.38"",""3.24"",""1.76"",""3.14"",""X"""
"Torino,""1.32"",""0.85"",""2.16"",""1.19"",""2.04"",""1.63"",""1.09"",""2.72"",""1.43"",""2.52"",""Parma"",""1.12"",""0.80"",""1.92"",""1.01"",""1.82"",""1.60"",""1.23"",""2.83"",""1.55"",""2.78"",""1"""
"Benevento,""1.07"",""0.73"",""1.79"",""0.92"",""1.65"",""1.69"",""1.22"",""2.91"",""1.59"",""2.81"",""Inter"",""1.95"",""1.38"",""3.34"",""1.77"",""3.15"",""1.05"",""0.68"",""1.73"",""0.90"",""1.58"",""2"""
"Benevento,""1.07"",""0.73"",""1.79"",""0.92"",""1.65"",""1.69"",""1.22"",""2.91"",""1.59"",""2.81"",""Milan"",""1.86"",""1.15"",""3.02"",""1.47"",""2.63"",""1.24"",""0.88"",""2.11"",""1.14"",""2.01"",""2"""
"Benevento,""1.07"",""0.73"",""1.79"",""0.92"",""1.65"",""1.69"",""1.22"",""2.91"",""1.59"",""2.81"",""Atalanta"",""1.97"",""1.46"",""3.43"",""1.82"",""3.28"",""1.08"",""0.68"",""1.76"",""0.91"",""1.60"",""2"""
"Benevento,""1.07"",""0.73"",""1.79"",""0.92"",""1.65"",""1.69"",""1.22"",""2.91"",""1.59"",""2.81"",""Juventus"",""1.96"",""1.45"",""3.41"",""1.76"",""3.21"",""1.04"",""0.66"",""1.69"",""0.85"",""1.51"",""X"""
"Benevento,""1.07"",""0.73"",""1.79"",""0.92"",""1.65"",""1.69"",""1.22"",""2.91"",""1.59"",""2.81"",""Napoli"",""1.78"",""1.23"",""3.02"",""1.62"",""2.85"",""1.12"",""0.73"",""1.85"",""1.02"",""1.75"",""2"""
"Benevento,""1.07"",""0.73"",""1.79"",""0.92"",""1.65"",""1.69"",""1.22"",""2.91"",""1.59"",""2.81"",""Lazio"",""1.53"",""1.04"",""2.57"",""1.33"",""2.37"",""1.24"",""0.75"",""2.00"",""1.02"",""1.78"",""X"""
"Benevento,""1.07"",""0.73"",""1.79"",""0.92"",""1.65"",""1.69"",""1.22"",""2.91"",""1.59"",""2.81"",""Roma"",""1.72"",""1.27"",""2.98"",""1.55"",""2.82"",""1.20"",""0.80"",""2.00"",""1.08"",""1.88"",""X"""
"Benevento,""1.07"",""0.73"",""1.79"",""0.92"",""1.65"",""1.69"",""1.22"",""2.91"",""1.59"",""2.81"",""Sassuolo"",""1.54"",""0.90"",""2.43"",""1.26"",""2.15"",""1.46"",""1.09"",""2.55"",""1.36"",""2.45"",""2"""
"Benevento,""1.07"",""0.73"",""1.79"",""0.92"",""1.65"",""1.69"",""1.22"",""2.91"",""1.59"",""2.81"",""Sampdoria"",""1.20"",""0.84"",""2.04"",""1.08"",""1.92"",""1.48"",""0.94"",""2.42"",""1.29"",""2.24"",""X"""
"Benevento,""1.07"",""0.73"",""1.79"",""0.92"",""1.65"",""1.69"",""1.22"",""2.91"",""1.59"",""2.81"",""Hellas Verona"",""1.19"",""0.88"",""2.08"",""1.13"",""2.01"",""1.30"",""0.86"",""2.16"",""1.17"",""2.03"",""2"""
"Benevento,""1.07"",""0.73"",""1.79"",""0.92"",""1.65"",""1.69"",""1.22"",""2.91"",""1.59"",""2.81"",""Genoa"",""1.02"",""0.69"",""1.72"",""0.94"",""1.63"",""1.59"",""1.15"",""2.74"",""1.46"",""2.61"",""1"""
"Benevento,""1.07"",""0.73"",""1.79"",""0.92"",""1.65"",""1.69"",""1.22"",""2.91"",""1.59"",""2.81"",""Bologna"",""1.44"",""1.03"",""2.47"",""1.34"",""2.37"",""1.65"",""1.13"",""2.77"",""1.48"",""2.60"",""1"""
"Benevento,""1.07"",""0.73"",""1.79"",""0.92"",""1.65"",""1.69"",""1.22"",""2.91"",""1.59"",""2.81"",""Fiorentina"",""1.18"",""0.83"",""2.01"",""1.06"",""1.89"",""1.62"",""1.14"",""2.75"",""1.39"",""2.53"",""2"""
"Benevento,""1.07"",""0.73"",""1.79"",""0.92"",""1.65"",""1.69"",""1.22"",""2.91"",""1.59"",""2.81"",""Udinese"",""1.20"",""0.79"",""1.99"",""1.13"",""1.92"",""1.38"",""0.87"",""2.25"",""1.11"",""1.97"",""2"""
"Benevento,""1.07"",""0.73"",""1.79"",""0.92"",""1.65"",""1.69"",""1.22"",""2.91"",""1.59"",""2.81"",""Spezia"",""1.23"",""0.82"",""2.05"",""1.12"",""1.94"",""1.71"",""1.17"",""2.88"",""1.51"",""2.68"",""2"""
"Benevento,""1.07"",""0.73"",""1.79"",""0.92"",""1.65"",""1.69"",""1.22"",""2.91"",""1.59"",""2.81"",""Cagliari"",""1.24"",""0.90"",""2.14"",""1.14"",""2.04"",""1.62"",""1.24"",""2.86"",""1.52"",""2.76"",""2"""
"Benevento,""1.07"",""0.73"",""1.79"",""0.92"",""1.65"",""1.69"",""1.22"",""2.91"",""1.59"",""2.81"",""Torino"",""1.32"",""0.85"",""2.16"",""1.19"",""2.04"",""1.63"",""1.09"",""2.72"",""1.43"",""2.52"",""X"""
"Benevento,""1.07"",""0.73"",""1.79"",""0.92"",""1.65"",""1.69"",""1.22"",""2.91"",""1.59"",""2.81"",""Crotone"",""1.06"",""0.63"",""1.69"",""0.88"",""1.51"",""1.86"",""1.38"",""3.24"",""1.76"",""3.14"",""X"""
"Benevento,""1.07"",""0.73"",""1.79"",""0.92"",""1.65"",""1.69"",""1.22"",""2.91"",""1.59"",""2.81"",""Parma"",""1.12"",""0.80"",""1.92"",""1.01"",""1.82"",""1.60"",""1.23"",""2.83"",""1.55"",""2.78"",""X"""
"Crotone,""1.06"",""0.63"",""1.69"",""0.88"",""1.51"",""1.86"",""1.38"",""3.24"",""1.76"",""3.14"",""Inter"",""1.95"",""1.38"",""3.34"",""1.77"",""3.15"",""1.05"",""0.68"",""1.73"",""0.90"",""1.58"",""2"""
"Crotone,""1.06"",""0.63"",""1.69"",""0.88"",""1.51"",""1.86"",""1.38"",""3.24"",""1.76"",""3.14"",""Milan"",""1.86"",""1.15"",""3.02"",""1.47"",""2.63"",""1.24"",""0.88"",""2.11"",""1.14"",""2.01"",""2"""
"Crotone,""1.06"",""0.63"",""1.69"",""0.88"",""1.51"",""1.86"",""1.38"",""3.24"",""1.76"",""3.14"",""Atalanta"",""1.97"",""1.46"",""3.43"",""1.82"",""3.28"",""1.08"",""0.68"",""1.76"",""0.91"",""1.60"",""2"""
"Crotone,""1.06"",""0.63"",""1.69"",""0.88"",""1.51"",""1.86"",""1.38"",""3.24"",""1.76"",""3.14"",""Juventus"",""1.96"",""1.45"",""3.41"",""1.76"",""3.21"",""1.04"",""0.66"",""1.69"",""0.85"",""1.51"",""X"""
"Crotone,""1.06"",""0.63"",""1.69"",""0.88"",""1.51"",""1.86"",""1.38"",""3.24"",""1.76"",""3.14"",""Napoli"",""1.78"",""1.23"",""3.02"",""1.62"",""2.85"",""1.12"",""0.73"",""1.85"",""1.02"",""1.75"",""2"""
"Crotone,""1.06"",""0.63"",""1.69"",""0.88"",""1.51"",""1.86"",""1.38"",""3.24"",""1.76"",""3.14"",""Lazio"",""1.53"",""1.04"",""2.57"",""1.33"",""2.37"",""1.24"",""0.75"",""2.00"",""1.02"",""1.78"",""2"""
"Crotone,""1.06"",""0.63"",""1.69"",""0.88"",""1.51"",""1.86"",""1.38"",""3.24"",""1.76"",""3.14"",""Roma"",""1.72"",""1.27"",""2.98"",""1.55"",""2.82"",""1.20"",""0.80"",""2.00"",""1.08"",""1.88"",""2"""
"Crotone,""1.06"",""0.63"",""1.69"",""0.88"",""1.51"",""1.86"",""1.38"",""3.24"",""1.76"",""3.14"",""Sassuolo"",""1.54"",""0.90"",""2.43"",""1.26"",""2.15"",""1.46"",""1.09"",""2.55"",""1.36"",""2.45"",""2"""
"Crotone,""1.06"",""0.63"",""1.69"",""0.88"",""1.51"",""1.86"",""1.38"",""3.24"",""1.76"",""3.14"",""Sampdoria"",""1.20"",""0.84"",""2.04"",""1.08"",""1.92"",""1.48"",""0.94"",""2.42"",""1.29"",""2.24"",""2"""
"Crotone,""1.06"",""0.63"",""1.69"",""0.88"",""1.51"",""1.86"",""1.38"",""3.24"",""1.76"",""3.14"",""Hellas Verona"",""1.19"",""0.88"",""2.08"",""1.13"",""2.01"",""1.30"",""0.86"",""2.16"",""1.17"",""2.03"",""1"""
"Crotone,""1.06"",""0.63"",""1.69"",""0.88"",""1.51"",""1.86"",""1.38"",""3.24"",""1.76"",""3.14"",""Genoa"",""1.02"",""0.69"",""1.72"",""0.94"",""1.63"",""1.59"",""1.15"",""2.74"",""1.46"",""2.61"",""2"""
"Crotone,""1.06"",""0.63"",""1.69"",""0.88"",""1.51"",""1.86"",""1.38"",""3.24"",""1.76"",""3.14"",""Bologna"",""1.44"",""1.03"",""2.47"",""1.34"",""2.37"",""1.65"",""1.13"",""2.77"",""1.48"",""2.60"",""2"""
"Crotone,""1.06"",""0.63"",""1.69"",""0.88"",""1.51"",""1.86"",""1.38"",""3.24"",""1.76"",""3.14"",""Fiorentina"",""1.18"",""0.83"",""2.01"",""1.06"",""1.89"",""1.62"",""1.14"",""2.75"",""1.39"",""2.53"",""X"""
"Crotone,""1.06"",""0.63"",""1.69"",""0.88"",""1.51"",""1.86"",""1.38"",""3.24"",""1.76"",""3.14"",""Udinese"",""1.20"",""0.79"",""1.99"",""1.13"",""1.92"",""1.38"",""0.87"",""2.25"",""1.11"",""1.97"",""2"""
"Crotone,""1.06"",""0.63"",""1.69"",""0.88"",""1.51"",""1.86"",""1.38"",""3.24"",""1.76"",""3.14"",""Spezia"",""1.23"",""0.82"",""2.05"",""1.12"",""1.94"",""1.71"",""1.17"",""2.88"",""1.51"",""2.68"",""1"""
"Crotone,""1.06"",""0.63"",""1.69"",""0.88"",""1.51"",""1.86"",""1.38"",""3.24"",""1.76"",""3.14"",""Cagliari"",""1.24"",""0.90"",""2.14"",""1.14"",""2.04"",""1.62"",""1.24"",""2.86"",""1.52"",""2.76"",""2"""
"Crotone,""1.06"",""0.63"",""1.69"",""0.88"",""1.51"",""1.86"",""1.38"",""3.24"",""1.76"",""3.14"",""Torino"",""1.32"",""0.85"",""2.16"",""1.19"",""2.04"",""1.63"",""1.09"",""2.72"",""1.43"",""2.52"",""1"""
"Crotone,""1.06"",""0.63"",""1.69"",""0.88"",""1.51"",""1.86"",""1.38"",""3.24"",""1.76"",""3.14"",""Benevento"",""1.07"",""0.73"",""1.79"",""0.92"",""1.65"",""1.69"",""1.22"",""2.91"",""1.59"",""2.81"",""1"""
"Crotone,""1.06"",""0.63"",""1.69"",""0.88"",""1.51"",""1.86"",""1.38"",""3.24"",""1.76"",""3.14"",""Parma"",""1.12"",""0.80"",""1.92"",""1.01"",""1.82"",""1.60"",""1.23"",""2.83"",""1.55"",""2.78"",""1"""
"Parma,""1.12"",""0.80"",""1.92"",""1.01"",""1.82"",""1.60"",""1.23"",""2.83"",""1.55"",""2.78"",""Inter"",""1.95"",""1.38"",""3.34"",""1.77"",""3.15"",""1.05"",""0.68"",""1.73"",""0.90"",""1.58"",""2"""
"Parma,""1.12"",""0.80"",""1.92"",""1.01"",""1.82"",""1.60"",""1.23"",""2.83"",""1.55"",""2.78"",""Milan"",""1.86"",""1.15"",""3.02"",""1.47"",""2.63"",""1.24"",""0.88"",""2.11"",""1.14"",""2.01"",""2"""
"Parma,""1.12"",""0.80"",""1.92"",""1.01"",""1.82"",""1.60"",""1.23"",""2.83"",""1.55"",""2.78"",""Atalanta"",""1.97"",""1.46"",""3.43"",""1.82"",""3.28"",""1.08"",""0.68"",""1.76"",""0.91"",""1.60"",""2"""
"Parma,""1.12"",""0.80"",""1.92"",""1.01"",""1.82"",""1.60"",""1.23"",""2.83"",""1.55"",""2.78"",""Juventus"",""1.96"",""1.45"",""3.41"",""1.76"",""3.21"",""1.04"",""0.66"",""1.69"",""0.85"",""1.51"",""2"""
"Parma,""1.12"",""0.80"",""1.92"",""1.01"",""1.82"",""1.60"",""1.23"",""2.83"",""1.55"",""2.78"",""Napoli"",""1.78"",""1.23"",""3.02"",""1.62"",""2.85"",""1.12"",""0.73"",""1.85"",""1.02"",""1.75"",""2"""
"Parma,""1.12"",""0.80"",""1.92"",""1.01"",""1.82"",""1.60"",""1.23"",""2.83"",""1.55"",""2.78"",""Lazio"",""1.53"",""1.04"",""2.57"",""1.33"",""2.37"",""1.24"",""0.75"",""2.00"",""1.02"",""1.78"",""2"""
"Parma,""1.12"",""0.80"",""1.92"",""1.01"",""1.82"",""1.60"",""1.23"",""2.83"",""1.55"",""2.78"",""Roma"",""1.72"",""1.27"",""2.98"",""1.55"",""2.82"",""1.20"",""0.80"",""2.00"",""1.08"",""1.88"",""1"""
"Parma,""1.12"",""0.80"",""1.92"",""1.01"",""1.82"",""1.60"",""1.23"",""2.83"",""1.55"",""2.78"",""Sassuolo"",""1.54"",""0.90"",""2.43"",""1.26"",""2.15"",""1.46"",""1.09"",""2.55"",""1.36"",""2.45"",""2"""
"Parma,""1.12"",""0.80"",""1.92"",""1.01"",""1.82"",""1.60"",""1.23"",""2.83"",""1.55"",""2.78"",""Sampdoria"",""1.20"",""0.84"",""2.04"",""1.08"",""1.92"",""1.48"",""0.94"",""2.42"",""1.29"",""2.24"",""2"""
"Parma,""1.12"",""0.80"",""1.92"",""1.01"",""1.82"",""1.60"",""1.23"",""2.83"",""1.55"",""2.78"",""Hellas Verona"",""1.19"",""0.88"",""2.08"",""1.13"",""2.01"",""1.30"",""0.86"",""2.16"",""1.17"",""2.03"",""1"""
"Parma,""1.12"",""0.80"",""1.92"",""1.01"",""1.82"",""1.60"",""1.23"",""2.83"",""1.55"",""2.78"",""Genoa"",""1.02"",""0.69"",""1.72"",""0.94"",""1.63"",""1.59"",""1.15"",""2.74"",""1.46"",""2.61"",""2"""
"Parma,""1.12"",""0.80"",""1.92"",""1.01"",""1.82"",""1.60"",""1.23"",""2.83"",""1.55"",""2.78"",""Bologna"",""1.44"",""1.03"",""2.47"",""1.34"",""2.37"",""1.65"",""1.13"",""2.77"",""1.48"",""2.60"",""2"""
"Parma,""1.12"",""0.80"",""1.92"",""1.01"",""1.82"",""1.60"",""1.23"",""2.83"",""1.55"",""2.78"",""Fiorentina"",""1.18"",""0.83"",""2.01"",""1.06"",""1.89"",""1.62"",""1.14"",""2.75"",""1.39"",""2.53"",""X"""
"Parma,""1.12"",""0.80"",""1.92"",""1.01"",""1.82"",""1.60"",""1.23"",""2.83"",""1.55"",""2.78"",""Udinese"",""1.20"",""0.79"",""1.99"",""1.13"",""1.92"",""1.38"",""0.87"",""2.25"",""1.11"",""1.97"",""X"""
"Parma,""1.12"",""0.80"",""1.92"",""1.01"",""1.82"",""1.60"",""1.23"",""2.83"",""1.55"",""2.78"",""Spezia"",""1.23"",""0.82"",""2.05"",""1.12"",""1.94"",""1.71"",""1.17"",""2.88"",""1.51"",""2.68"",""X"""
"Parma,""1.12"",""0.80"",""1.92"",""1.01"",""1.82"",""1.60"",""1.23"",""2.83"",""1.55"",""2.78"",""Cagliari"",""1.24"",""0.90"",""2.14"",""1.14"",""2.04"",""1.62"",""1.24"",""2.86"",""1.52"",""2.76"",""X"""
"Parma,""1.12"",""0.80"",""1.92"",""1.01"",""1.82"",""1.60"",""1.23"",""2.83"",""1.55"",""2.78"",""Torino"",""1.32"",""0.85"",""2.16"",""1.19"",""2.04"",""1.63"",""1.09"",""2.72"",""1.43"",""2.52"",""2"""
"Parma,""1.12"",""0.80"",""1.92"",""1.01"",""1.82"",""1.60"",""1.23"",""2.83"",""1.55"",""2.78"",""Benevento"",""1.07"",""0.73"",""1.79"",""0.92"",""1.65"",""1.69"",""1.22"",""2.91"",""1.59"",""2.81"",""X"""
"Parma,""1.12"",""0.80"",""1.92"",""1.01"",""1.82"",""1.60"",""1.23"",""2.83"",""1.55"",""2.78"",""Crotone"",""1.06"",""0.63"",""1.69"",""0.88"",""1.51"",""1.86"",""1.38"",""3.24"",""1.76"",""3.14"",""2"""
